userName,score,content
Ran Da,2,kebanyakan iklan dri pada ceritanya saya berharap iklan nya bisa di benerin jangan sering-sering iklannya terimakasih
Hanif Zain,3,"udah VIP tapi tiap nonton HD seperti putus-putus video nya, padahal sinyal Wifi bagus gak ada masalah. setiap buka app nya juga loading lama padahal kondisi HP oke saja. chance jg sering di hapus. bikin gak nyaman bgt buat nontonnya"
Jihan Alya,2,emng ini seru ga?
Annafi Ulfa,5,𝘴𝘢𝘢𝘵 𝘣𝘢𝘨𝘶𝘴
Fathin hamid,1,iklan kacaw
Ahsya Syaroffa29,5,bagus banget nonton di wetv bisa gratis vip satu hari tapi harus punya poin 900 dengan cara nonton iklan tpi dri aku saran jangan 900 poin turunin dikit plis
Dini Rahma,1,"aku udah langganan VIP, kok Masi disuruh gabung VIP ? GMN SI"
Dian Anggrainì,2,"aplikasi ini sudah sangat bagus, semua film drama sudah tersedia di dalam satu aplikasi tetapi saya hanya benci kenapa aplikasi ini harus vip? tidak semua pengguna aplikasi ini orang kaya, kami sebenarnya juga ingin vip tapi kami tidak punya uang, jadi dimohon untuk di mengerti"
aqilameisya,3,film nya seru2 bnget
Sugondo Boy,5,buat nonton BoLa bisa ga sii??
Nur Hafifah,5,Kenapa lemot banget padahal paketan ku kalau di buat yang lain lancar lancar aja kenapa ya jadi males nontonnya super lemot banget padahal sudah beli VIP 1 bukan hade
Teresa Winda,1,aplikasi gak jelas disuruh bayar terus padahal dh berlangganan sebulan
Hady Irawan,5,suka banget
kiyon bany,1,mengorot uang dana
Ilham Fadillah,1,"woy gua udah isi pulsa di dua kartu, axis 25k, Tris gua beli 50k masih aja pembayaran di tolak mau Luh apa sih, yang axis tadinya cuman 19k an lebih pas di dalem ternyata malahan 39k, oklah gua ganti ke tri, gua udah beli 50k masih aja ditolak pembayarannya, ribet Luh anjir mending gua telegram aja dah mampus drama Luh banyak tuh yang ilegal, bikin kesel apknya"
agiska Rhmdni,2,"tolong dong ,udh beli vip 1 bulan masa baru 3 hari udah abis disuru perbarui vip lagi"
Rafi Iandra,1,"terlalu sering iklan,habisin Kouta cepet,sering ngelek,alias aplikasi buat nonton donghua paling buruk"
pratiwi ramadhani,2,"baru sekali berlangganan untuk bulan selanjutnya Krn merasa sudah jarang menggunakan aplikasi gak ngeh ternyata pembayaran otomatis di perpanjang tanpa adanya verifikasi pembayaran sehingga kita pelanggan tidak tau kalau ternyata saldo kita sudah terpotong, coba pengajuan pengembalian dana tidak bisa"
Celsi rahmawati M,4,aplikasi nya kok aneh ya. saya sudah daftar vip tapi kenapa film nya itu² saja film nya film lama semua tolong aplikasinya di benerin rugi dong bayar kalau film nya semua film lama tahun 2020an dan skrng udah 2025
M Atho Illah,1,IKLAN NYA KURANG BANYAK BRO.!
Sofiana Cuncun,1,"susah pembayaran, kembalikan kesemula jadi lebih mudah tdk perlu verifikasi"
Lose Gaming,1,notifnya muncul mulu ajg
Naura Hasna,1,aplikasi sering crash..keluar sendiri
Muhammad Fahrijal,1,BUKAN APLIKASI FILM .INI APLIKASI IKLAN SEMUA 1/4 IKLAN GA BISA DI lewati
ana leonela payaq,2,"tolong dong bantu jawab, saya sudah 2 kali melakukan pembayaran VIP tapi saya masih tidak bisa menonton gratis harus dgn iklan.. saldo saya sudah berkurang 200 ribu lebih tapi langganan TDK berfungsi sebagaimana hrusnya"
Andy Halim,1,tidak bisa diakses
Sak Karepmu,5,"ini apk bagus banget cuyyy, bisa nyobain VIP gratis sehari cuma ngumpulin koinn gilaaaa 😋😋"
Ataidir Adam,5,ok
Deannur Wahid,3,"ini kenapa dah kalo mau nonton film selalu keluar sendiri, ada yang sama ngga kaya gini? apa emang hp gw aja yang kentang"
Ardy Santoz,5,sangat bagus dan mengesankan
Leonardho,1,jangan download wetv ini Karena aplikasi ini tidak memuaskan biar pakai wi-fi kita tidak bisa terputar karena lainnya memakai VIP
Agung Surgana,1,"filmnya bagus, tapi banyak iklan terus Bahasa nya gak ada Indonesia nya, ya sudah di hapus saja"
Frisayunda Audi,1,"udah VIP tapi masih ada iklan. padahal mau mempercepat video eh malah tiba² langsung diarahkan ke aplikasi iklan dan akhirnya jadi ngelag, gimana si?"
Ng Angel,3,kenapa y kalau mau beli VIP selalu ada tulisan anda sudah berlangganan padahal masa berlaku VIP sudah kadaluarsa tolong di perbaiki y pihak wetv
Aisya Italiamilano,1,aaahh filmnya todak ada yg bagusxx film ĺama semuanya tdk ada film yg baru film film bioskop
Kelyn Enjelika,5,bgus
Kelyn Kelyn,5,bagus banget
Mama Yuki,2,"gaada gambarnya, cover dll gaada, ngbug"
Cha ca,5,"bagus bgtt bisa nonton film dgn gratis,tp emg sedikit lag kadang keluar-keluar sendiri,tp masih bisa diatasi dgn relog,trs -nya misal kita mau ulang vidionya kebanyakan karna ga ada -10/+10"
Khairul Rifandy,1,mau berlangganan berikutnya aja ribet bgt
Suci Ramadhani,1,Aplikasi iklan nonton iklan sepanjang hari
Arif Arif,4,tolong develover gratiskan jangan VIP kaya Donghub lengkap tanpa bayar mau nonton aja ada yang VIP tolong ya!
Hairul Anwar,4,"mungkin sebagian episode tidak ada terjemahannya, sudahlah"
Anyiuk,5,"saya sgt menyukai drama cina dan acara tv cina saya berharap dapat liat acara tv cina dan drama tvnya semoga bisa liat ya, thanks."
Siti niadatul Husani,1,terlalu banyak berbayarrr
Nurul aisyah,2,minn gimana inii saldo saya tiba tiba kesedot padahal saya sudah tidak menggunakan wtv lagi minn😭 gimana cara mengembalikan nyaa
Sama Cell,5,"ini asli kan,aku beli paket bulanan dapat langganan wetv 1 bulan pakai nomor Telkomsel itu beneran?"
only dee,2,"download ini karna mau nonton chuang asia s2, tapi malah ga bisa di buka apk nya, lag parah kupikir hp ku yang bermasalah sampe sempet ngeriset hp dan download lagi tapi tetep bermasalah, tapi di apk lain engga kaya v** i**** n****** ini gimana dong, pen nonton chuang niih"
Suhendra Widjaja,1,Film gratis nya jelek². Bagian film yang bagus harus berbayar. 👎👎
Rifal Grebel,1,miin.. klw gabung vip dlm 1 flm bsa nnton full episode? truss untk flm yg lainnya gmn ???
Denis ##,5,Gw kasi bintang 4 karena mau nonton kadang suka sering ke sopy padahal gw ngak nekan barang sekali dan trus ini pertengahan nonton terkadang login ulang ini kenapa ya
Ruhil Ruhil,1,"terlalu lelet,menyebalkan,jadi saya uninstal aja"
Intan auliya,5,bagus. banget aplikasi ny sumpah wee
darwis ambo kuttu,5,ok jangan banyak iklan
Fester,1,Terlalu banyak iklan
Ririn Anggreini,5,"masa saya sudah berlangganan beli vip tapi pas nonton ada iklan nya kenapa bisa sperti itu,?yg benar ajh lah jangn curang gitu.."
"Ir. Jani.ST, Msc,IPU",1,"error mulu lagi nonton sue,(aplikasi tidak menanggapi)"
Sahrini Isda,1,banyak iklan setiap lagi asik ada iklan 5 kebanyakann iklannya
K . R,1,ngerasa nonton iklan
Lanzzz 465,1,"sering keluar keluar sendiri GK jelas, lagi enak² nonton malah keluar sendiri 🙄😤"
Nur Istiqomah,2,"setiap beberapa menit menonton video, video akan terjeda dan keluar dari aplikasi"
Skype눈,1,full iklan bikin males
Andi saputra Ap,5,Sangat menghibur
M abdul shodikin,3,maaf ini mau langganan wetv pake pulsa kok gak bisa ya?
Jhun Juni,1,tolong filem² drakor² nya di lengkapi
Fitra Andi,3,Gk bisa di Download
Celeng Balap,1,langganan eror gimana sih
MuhHudaNuril 80,1,"gimana min saya mau berlangganan vip kok tidak bisaaa, pdhl saldo dana saya mencukupi kok error trs minn, bikin sebel tolong segera diperbaiki donggg!!! secepatnya"
Ricardo Sitompul,1,"sudah bayar VIP tapi masih ada paket nonton express 6k per episode,,😭😭😭"
Criztin Puspita,4,baik
Heni Wijayanti,5,"apknya bagus banget, uda lama pake gatau dari tahun kapan,bagus bgt pls ada konten yg gratis dan vip,dan yaa klo yg gratis emang ada iklannya guys klo gamau iklan ya langganan vip aja,pokoknya favorit akuu"
Pahriyanto Palalu,1,film lokal yg di cari nga ad
Zoya Lawrence,1,tiba tiba bgt dana ketarik pdahl gk pernah berlangganan sama we tv mana uang satu santu nya gimana ini min cara balikin nya 🥺
Andi. mutho,1,Aplikasi paling jelek isinya iklan muluuu marketingmu 💩💩💩
EVA_ Athar,1,"ngeselin tiap kali telat melakukan pembayaran anggota VIP,mo bayar LG angele pol"
Olin Hursepuny,4,kaka knp sya sdh byr lwt brimo brhsl tp we tv sya msh blm vip yah ? gmn ni kak ? solusinya dong saldo sya udh kptg 56rb dan ad email msk sdh skses tp wetv nya ga vip d aplksi. jd sy hrus gmn ?
W A.,1,"saldo dana gw tiba² ilang nih gw kira langganan bayar manual,taunya maen potong aja tanpa konfirmasi udh mah saldo tinggal segitu"
Rizky Yuliansyah,3,semoga iklannya sedikit
Mita Sari New Pinem,1,Saya udh bayar berlangganan 3 bulan tp udh selesai bayar malah masih belum aktif VIP nya gmn sih ini??
Aditya Punto,1,"Sudah daftar VIP pengen nonton sama download yg 1080p, pas abis download mau ditonton malah nge pause macam buffering, kadang muncul notif pastikan jaringan terhubung. What?!"
Fauzi Albukhori,2,tambah ancur apk nya...dulu enak sekarang lemot poooooolllll
Putri halimah karim,2,"ngelag bangett,padahal baru pertama kali menggunakan aplikasi ini"
Cilong Samsir,5,sangat membantu
Ika Juju,5,terbantu banget nonton film di wetv di tv
Firdiyanti Abdillah,3,"Awal nya berlangganan aman2 saja..ketika saya masuk lagi ke akun saya tiba2 VIP sudah kadaluarsa. Maksud nya gimana? sebelum nya aman2 aja..mohon penjelasannya,,masa langganan saya masih sampai dgn tgl 29 Maret 2025."
intan cantik,5,"bagus sih gk ada kendala ya, gw pun udah 2 kali berlangganan VIP, karna gw buat konten seputar donghua dan drama pendek"
Anita Puspita Sari,1,"sangatttt tidakk etisss, ngambil untung gedeeee masa udh langganan VIP disuruh langganan lgi buat nonton video, padahal tertulis buat 1 hari ini malah, belum nyampai 5jam disuruh langganan. jangann mau download ini apk kalo kamu kisminnn, padahal disini seruu bnget film²nya"
marketing pkb,3,"percuma dong langganan tp mau nonton next eps malah fast track , terus gunanya berlangganan tuh apa ya"
Teddy Hermawan,1,"sehabis beli paket Telkomsel,saya dapat SMS gratis nonton wetv , katanya dengan login menggunakan nomor hp yg saya paketkan , setelah saya download apk wetv entah kenapa berulang saya coba daftar kan nomor hp saya kode otp nya tidak kunjung dikirimkan,tidak ada lewat wa,tidak SMS,tidak g-mail,tidak ada juga lewat telp .... kecewa sih ,kalo bisa gak usah kirim kirim SMS kek gitu lagi lah , percuma kalo ujung ujungnya harus beli VIP secara terpisah"
Kdz 777,1,aplikas Pante gak bisa di hapus saldo dana di potong mending bgs isi film nya
Rudi Handoko,1,ga amanah udah dua kali saya perpanjang uang ya dah di ambil tapi VIP ya ga masuk
Ainani Liebert,5,"min, saran sedikit. tambahin lagi dong series Digimon yang lain, terima kasih banyak"
QINBU OFFICIAL,1,film film nya kaya indosiar....terlalu BERTELE TELE
hasrul beta,4,Good
Dewi Awaningrum,3,Bintang 3 dulu. Udah berbayar tp tiba2 suka keluar sendiri n balik lagi ke awal episode. Cape jdnya nontonnya. Jd ky ga berlangganan. Pdhl udh byr
Yazid Qowwi22,2,Banyakan iklan
Aurel Christiani,1,"dikit dikit iklan dikit dikit ilkan, padahal baru 10 menit nonton loh tpi iklan nya malah sampe 4-5, kebelet kaya apa gimana, harus vip bgt ni?"
Azwar Mhmmd,1,akun udah VIP. tapi ga bisa di tonton semua apa harus bayar fast track lagi. hmmm
KHUSUS Tv,1,"Aplikasi sampah udah berlangganan VIP Masi dikasih iklan , mana ketika jam 18.00 selalu ada peringatan berbuka ganggu aja , gak bisa disilang gak ilang2. Katanya kalau langganan VIP iklan dihapuskan mana???? Sampah!"
Agnes Juwita,5,"admin ramah dan super fast respon, gk nyangka kirain kalo ada keluhan gak akan ditanggapi secepat itu, keren banget WETV mantul pokonya 🙏🏻 thankyou pelayanan nya yg super ramah & gercep 🙏🏻"
Patriccia Pamela,1,VIP Mulu
Eni Anggraini,3,"Gak bisa di instal, selesai download menginstal eh balik lagi ke nol."
Ng Yanti Silman,2,bagus sih aku suka tapi itu komentarnya menggangu pemglihatan
Kefin Cok,5,"knpa sub tiba"" mengilang udah di seting dekat pengaturan sama saja tidak ada perubahan,apakah hanya punya saya saja?"
Chrisna bae,1,"mau nonton iklan apa nonton film?? durasi iklan di sambungin terlalu lama jadinya,masih enakan nonton di youtube daripada di aplikasi,iklan nggak kelamaan"
Asih 1986,1,"punyaku di berhentiin langganan ga bisa di batalkan akun juga ga bisa mana ga ada konfirmasi ke dana tau"" udah ke pakek buat VIP pdhl uang di butuhkan"
Duan DwiPutri,2,Ayolah udah berlangganan VIP tp masih aja ada fashtrack yg harus bayar lagi per episode. Buat apa berlangganan VIP kalau harus bayar lagi buat episode fashtracknya?
Riki M soleh,1,Susah belangganan vip kadaluasa
Denny 54,5,Keren bgt
tcl40 g9,1,Jelek
Gallardo Arzuna Millano,2,"Isinya kurang lengkap, beberapa film dan serial yang populer tidak ditemukan terlalu jauh untuk memberi lima bintang buat aplikasi ini mohon perkembangannya jangan di biarkan saja, percuma saja mengaktifkan VIP jika filmnya saja tidak lengkap MOHON DI KEMBANGKAN KEMBALI APLIKASINYA!!"
Siti Adis Setyowati,1,muak bgt sama iklannya
Feby _95,1,"Vip sy kadaluarsa,,mau di top up biar bs brlngganan gk bisa...gimna si...mau nonton jd terhmbat"
Cahya Maulana,1,"Sudah VIP tpi ttep msih ada iklan Tolong perbaiki iklan dalam vidio sangat mengganggu, mahal2 bayar vip iklan ny bnyk bgtt"
Points Gamers,1,Aplikasi apaan ini iklan tiapenit banyak bag gausah download nanti nyesel
Keyla zaelana,1,ga ngotak iklanya
Sitirosdianaresmie07,2,"jelek kali apk nya, mana ngelag+berbayar rata .. mau cari judul yang mau ditonton aja ngga disitu sedangkan cek di google ada di sini mengecewakan sekali"
Herman Fairus,5,good
Alpa Pro,5,filmnya bagus bagus seruuu
JOnee Dvno,2,"parah ni apk, jujur agak kecewa, filim burik pun di vip, gimna lagi mau nnton, udh ada iklan vip hdeh, gw kasih bintang 2 buat apk ini"
Zella Romzil Laeliy,4,"Sudah selesai, makasih atas responnya kak🙏"
Lisla Maulana,1,"kurang lengkap film nya, juga banyak yg vip"
Tiara,4,"Bagus, cuma dracin sama donghuanya dikit bgt ga kek sebelah🥲"
Dimazki Elqudsy,1,"Udah VIP juga malah servernya down mulu tiba tiba keluar, udah update dan clear cache tetep aja developernya ga support untuk server"
Aco Syabriansyah,4,"aplikasi baik, namun perlu sedikit koreksi buat admin tolong yah kenapa pemutaran vidionya kadang macet² pada hal kondisi internet pakai wifi + data normal, tapi masih saja harus di konversi setingang 144 sd 340 Mbps pun itu masih sering terjedah, tolong yahh....pada hal Sudah menjadi anggota VIP dua tahun terakhir tapi masih saja bgtu."
Azzam Mj,5,Ok
Jilvilia Toboalimu,1,apk nya jelek sering ngelek
ainiya hanim,1,"Bayar VIP berkali kali sebulan bisa 2-3kali,, tetap tidak bisa mengakses series terbaru, huffttttt, bayar 15 Maret 2025, hari ini notifikasi masih tetap sama harus bayar VIP, so badddd!!!"
Alza Wijaya,3,Banyak drama yang ingin saya tonton. Cuma perlu beralih ke premium. Jadi saya keberatan. Saya hanya bisa menonton drama gratis saja
Jamila Dhani,1,Dulu aplikasi ini nonton gak bayar/vip sekarang apa apa nonton iklan
Allung shd90,5,mantap 👍
ariani ariani,5,i like this
Hendra Hermawan,5,aku suka kasih lima bintang
Yengki Fernando Ding,3,"tambahin lagi Animnya, dan kenapa banyak Anime yg malah berkurang/hilang lisensi, padahal lagi nontonin Fullmetal Alchemist"
Zahri Andini,1,"WOIILAHH TOLONG KALI INII GA BISA FULLSCREEN, MANA DRAKORNYA DIKIT LAGI, BENERIN GA ?!! 😭🫵🏻"
Zeprimen Gea,5,Aplikasi yang sangat bagus
ags channel,1,Tiap bulan berlangganan VIP tapi baru bulan ini bermasalah... Dikatakan VIP anda sudah kadaluwarsa padahal sudah jadi member VIP. Tolong di perbaiki. Maaf kasih bintang 1 krn sdh di utak atik tidak bisa jg. Kalau sdh di perbaiki kembali kasih bintang 5.
Rini Pamungkas,4,"pakai wetv karena dpt gratisan vip sebulan dari telkomsel, overall bagus sih cuma drakor nya kurang banyak, smg kedepan nya nambah banyak"
Ml Bb,2,"Saya sebagai pengguna premium sangat terganggu dengan notifikasi berbuka puasa, yang di tampilkan di layar saat sedang menonton film faforit saya, tolong hilangkan notifikasinya, saya membeli premium karena saya ingin menikmati tanpa notifikasi di layar, saya mengahargai toleran kaka terhadap Agama islam tapi setidaknya tolong buat eventnya saja, jangan tampilkan notifikasi pemberitahuan berbuka, karena kitapub tau waktu berbuka"
Dias Amanjiwo,1,baru 5 detik udah iklan lagi? yang benar saja
sylvie puspita,4,ini solusi nya bagaimana mau langganan tapi muncul anda sudah berlangganan. mohon bantuanya. sebelumnya pernah berlangganan dan sudah kedaluwarsa..ingin kembali berlangganan tidak bisa
Angga Kusuma,1,Aplikasi cukup bagus minus y kebanyakan iklan tolong d benerin lg aplikasi
Margarida Centil,4,"bagus sih apk nya, film nya lengkap juga, semua yg kita cari pasti ada"
Jasman PP'e QQ,5,bagus dan menghibur
Jurina Yurina,1,Harus di bayar minding vidio sii
Henny Purnasari,1,Paraaaahh sih mentang² gratisan iklannya segambreng
Cwaniyu Yuyu,1,"ini gimana si nih aplikasi. udah kubayar VIP nya tp pas mau masuk aplikasinya keluar sendiri, udah di update jg msih bgitu. Dahlah pindah lapak aj mah"
Nichratta Sugiyanto,4,"Mau ambil poin gratis tapi iklan Shopee nya enggak ada tanda x jadi ga bisa keluar dari iklan. Agak susah sih, misal gak boleh vip gratis satu hari enggak usah diadakan promo."
Supri Yanto,1,Gilaaa 1 episode 10 iklan dasar apk jelek
Jamal Udin,1,"apk apaan ni belum apa apa udah iklan, baru 2 menit nonton langsung iklan bikinn emosi, iya tau ga berlangganan tapi ngotak dikit lah belum apa apa iklan, mana ada 5 lagi tu siapa cobaa yang gaa kesel"
Viona Suoth,1,We tv menipu saya dapat potongan untuk langanan bulanan tertera hany 19.000 setelah saya bayar saya cek mutasi di potong 43.000 lebih saya merasa ditupu
hasri chaniago,4,Baik
Rizky Marvino,5,"Udah bagus,tambahkan Kimetsu No Yaiba Season 4 dan 5 dalam waktu dekat pliss :)"
Giant Renaldi,1,Kenapa dana saya otomatis trf ke sini ya. Padahal tidak berlangganan. Saya merasa d rugikan. Tolong kalo adapun berlangganan saya tidak mau. Minta d stop. Terima kasih karna saya tidak merasa pakai aplikasi ini
Hadji Tatang Suteja,5,"Gimna caranya biar bisa ful layar ketika posisi landscape,padahal resolusi sudah maksimal"
Asror Ammadhan,1,gk jadi download..masa mau nnton iklanya 5 kali... panjang panjang pula
Nuning Ning,2,"ini kenapa gak bisa log pakek nomor hp y...??? selalu menunggu, mau sampek kapan...???"
Mardhiya rahma,2,App keeps restarting in the middle of streaming that is quite annoying. After updating to the latest ver the problem is not fixed
Dimas Angga,2,Aplikasi eror suka keluar sendiri
Sarah Alifah,4,Ini emang semua nya jadi vip kah min? Aku kemarin baru nonton mo dao zu shi tapi sekarang malah jadi vip
Musdalifah Ifha,1,sudah bayar kenapa tidak bisa berlangganan?
Maysrh,1,Baguss
Arianto,3,KK ini bisa nonton drama Filipina gak
Gerald Karamoy,4,Kok subtitlenya lambat?
vivin dewi,5,sngat memuaskan
Marselina Herin,5,Sangat bagus
Muhammad fauzi,5,Good
ARFIAN Tri,5,Bagus
Arfan Setiyawan,1,masak harus VIP malas lah kyk gtu
Javiar Glen,2,Saldo di tarik otomatis mohon pengembalian nya
mariaaflinarita,5,Seru sekali
Bhoenster legend,1,"Kalo udah VIP, jangan express lagi. Buat apa VIP . Gak berkelas"
joe lie,5,"WeTV indonesia film animasi nya gak konsisten tiap serial nya..tertulis tiap kamis,,tp kamis tidak ada lanjutan nya..yg heran nya,,di youtube dan di Tiktok sebagian serial animasi malah sdh tamat,,dan sdh lewat episode jauh. ,world imortal ,martial universe.."
Muhammad Fahrezi,1,film yang tersedia sangat sedikit
